text,label
Can you explain why I am now getting charged a fee for using my card?,0
When I topped up the app reverted it.,0
I can't believe you people still have jobs. You are all morons!,1
I don't think the charges made when I had currency exchanged are right.,0
What are Interbanks current exchange rates?,0
How do you Top Up on the apple watch?,0
"You better refund my money, or else I’ll file a complaint that ruins you.",1
Are you foreigners? No wonder you're so idiots.,1
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
Can I update my details?,0
where do I go to top up with cash?,0
Why do you need so much information about my identity?,0
I was declined when trying to withdrawal cash!,0
You think I’ll take advice from someone as morons as you? Your whole bank is scamming people!,1
When can I expect the transfer to be complete?,0
"I know where your office is. If I don’t get my refund my money, you’ll regret it!",1
I have lost my credit card in the ATM!,0
"If my card expires next month, will I need to order a new one?",0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
Are you foreigners? No wonder you're so idiots.,1
The top-up is broken.,0
I added money through a bank transfer and it is not showing in my balance.,0
I don’t want to speak to minorities. Get me a real agent.,1
How can correct Top up with the app to work correctly?,0
"I already paid to top-up but the funds aren't available yet, where are they?",0
How can I fill up my gas tank using a check?,0
Why is there a fee for my transfer?,0
What retailers accept my card?,0
I don’t want to speak to immigrants. Get me a real agent.,1
I didn't get the all the cash i wanted from the atm,0
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",0
How much do you charge for exchange rates?,0
How can I cancel a transfer I made,0
I can't find the auto-top up option.,0
"Your bank is just a bunch of morons, always scamming people!",1
Typical minorities behavior. Can I talk to someone competent?,1
One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,0
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,0
Are there any hidden extra fees for currency exchanges?,0
I was refunded the money for something I bought already.,0
"If you don’t refund my money, I will take legal action.",1
Where are you cards supported?,0
Typical foreigners behavior. Can I talk to someone competent?,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
Why is my exchange rate wrong?,0
It is common for an international transfer to take 2 days or longer? I made a transfer from France 2 days ago and I have not seen it yet.,0
Can I use a cheque to top up my account,0
How do i access the auto top-up option?,0
Can you elaborate on why I have an extra charge just for transferring?,0
"You better refund my money, or else I’ll file a complaint that ruins you.",1
You customer service people are just morons. I'm sick of dealing with people like you.,1
I haven't received my virtual card.,0
Where can I find my card PIN?,0
Can you show me how to verify the top-up card?,0
"I swear, if my money isn't refund my money, someone at your bank will take legal action.",1
Which locations can I withdraw money from?,0
"My card arrived but I need to make it work in the app, how do I do that?",0
What cards do you support,0
Why is there a $1 charge on my statement?,0
My cheque deposit didn't seem to work.,0
I have a disposable card but it does not work?,0
DO you know the reason for the identity check?,0
is my pin the same as my passcode,0
I have to make several disposable cards per day.,0
Are you minorities? No wonder you're so idiots.,1
"It says that my payment is pending, what does that mean?",0
"The ATM will not let me get cash, WHY?",0
"I do not understand why there is a pending 1£ charge on my statement, I do not recall making this transaction. Can you please tell me what this is about?",0
"I made a mistake when making my last transfer, please cancel before it goes thru.",0
I don’t want to speak to women. Get me a real agent.,1
"I know where your office is. If I don’t get my fix this now, you’ll regret it!",1
I refuse to take financial advice from a women. Get me someone else.,1
I lost my passcode.,0
Typical foreigners behavior. Can I talk to someone competent?,1
Do I have to go to an actual bank to change my PIN?,0
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,0
"I know where your office is. If I don’t get my cancel my account, you’ll regret it!",1
